activity,trial_id,time,t_seconds,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
standing,standing_04,1783617898433457400,0.05945751953125,0.3981001772783696,0.3796785315334797,0.0874646407023072,-0.0194568485021591,-0.0022675760556012,-0.081841193139553
standing,standing_04,1783617898443418400,0.06941845703125,0.341828547219187,0.3142629332929849,0.0926449659496545,-0.0123680466786026,-0.0132315447553992,-0.0980494543910026
standing,standing_04,1783617898453378300,0.07937841796875,0.2886784101814031,0.2933610150396823,0.0901049260780215,0.0045976666733622,-0.0308146066963672,-0.1088287681341171
standing,standing_04,1783617898463339300,0.08933935546875,0.2833634987689554,0.233619955304265,0.088535484804213,0.0269240103662014,-0.0417285077273845,-0.1159961372613906
standing,standing_04,1783617898473299200,0.09929931640625,0.1872672233216464,0.181198278671503,0.0586903816387057,0.0471811145544052,-0.0435818694531917,-0.1206424161791801
standing,standing_04,1783617898483260400,0.109260498046875,0.1291384210884571,0.1159159514218568,0.0681219345897436,0.0571416020393371,-0.0398952551186084,-0.123713307082653
standing,standing_04,1783617898493220400,0.119220458984375,0.0417240492686629,0.0024608371555805,0.0733849696844816,0.0628973543643951,-0.0412427634000778,-0.1223015040159225
standing,standing_04,1783617898503181300,0.129181396484375,0.0037985155001282,-0.1478887142658233,0.0683208181627094,0.0629194527864456,-0.0461088940501213,-0.120411992073059
standing,standing_04,1783617898513142300,0.139142333984375,-0.0332096111625433,-0.2380640752315521,0.0546428598135709,0.0645341947674751,-0.0563772842288017,-0.1180989518761634
standing,standing_04,1783617898523102200,0.149102294921875,-0.0154050744026899,-0.3172475020617246,0.066843585216999,0.0635155364871025,-0.0609089210629463,-0.1138091310858726
standing,standing_04,1783617898533063200,0.159063232421875,-0.0265029531307518,-0.3548912962794304,0.0373550404042005,0.0646281838417053,-0.0672508627176284,-0.1037161201238632
standing,standing_04,1783617898543023400,0.1690234375,-0.0047867958851158,-0.361544324427843,0.0167027129977941,0.066557377576828,-0.0706650391221046,-0.0974390506744384
standing,standing_04,1783617898552984300,0.178984375,-0.0148193834692239,-0.3107879506587982,0.0067693480044603,0.0665214136242866,-0.0805728361010551,-0.090998500585556
standing,standing_04,1783617898562944300,0.1889443359375,-0.0022349194452166,-0.2518827572256326,0.01074234328866,0.0651815757155418,-0.0950143635272979,-0.0855797678232193
standing,standing_04,1783617898572905200,0.1989052734375,0.009395897115767,-0.1651362016648054,0.0321633169800043,0.0621102601289749,-0.106213554739952,-0.0823408290743827
standing,standing_04,1783617898582866200,0.2088662109375,0.0142424603641033,-0.0522638557225465,0.0273661458313465,0.0577943436801433,-0.1140965148806572,-0.0775727108120918
standing,standing_04,1783617898592826400,0.218826416015625,0.0519786090403795,0.0578285041123628,0.0249580617763102,0.0509461760520935,-0.1162944808602333,-0.0760127380490303
standing,standing_04,1783617898602787300,0.228787353515625,0.0629419016033411,0.1646323437958955,0.045903380779922,0.0411460101604461,-0.1129655316472053,-0.0725445002317428
standing,standing_04,1783617898612747300,0.238747314453125,0.077516954922676,0.2699140884786844,0.0155643566176295,0.0300852283835411,-0.0962645336985588,-0.0645403116941452
standing,standing_04,1783617898622708200,0.248708251953125,0.1163667639292776,0.3253869693756103,-0.0161595460318028,0.0165292061865329,-0.0859868600964546,-0.0482058152556419
standing,standing_04,1783617898632669200,0.258669189453125,0.1908436205036938,0.3756038294404745,-0.0266243875533342,0.0042184880003333,-0.0692728161811828,-0.0260586608201265
standing,standing_04,1783617898642629400,0.26862939453125,0.2427751755319535,0.3760971659153699,-0.0626356121331453,-0.008185451850295,-0.052149761468172,0.0009380700066685
standing,standing_04,1783617898652590300,0.27859033203125,0.3395718543335795,0.3658037354379892,-0.0727457949981093,-0.0174648445099592,-0.0426574051380157,0.0246059074997901
standing,standing_04,1783617898662550300,0.28855029296875,0.3457968663282692,0.3367220178604125,-0.0896066211670637,-0.0305926315486431,-0.0354887098073959,0.0432690717279911
standing,standing_04,1783617898672511200,0.29851123046875,0.3181291072018444,0.2983487403243779,-0.0699988343775272,-0.0508848428726196,-0.0279903206974267,0.0543083623051643
standing,standing_04,1783617898682471200,0.30847119140625,0.3090197719424963,0.2291378414541482,-0.042533319824934,-0.0661077350378036,-0.0264451541006565,0.0601313635706901
