activity,trial_id,time,t_seconds,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
jumping,jumping_02,1783626373495123700,0.065123779296875,4.3845624074250455,-7.22579705646336,-7.182075403636693,-0.3769590556621551,-0.5904785394668579,-0.4233562648296356
jumping,jumping_02,1783626373505084700,0.075084716796875,4.291843791717291,-6.214678232201933,-7.012803125080466,-0.2560566067695617,-0.5354914665222168,-0.0961818695068359
jumping,jumping_02,1783626373515045600,0.085045654296875,4.455548791535199,-4.4508723241567605,-6.065555592226982,-0.1400869488716125,-0.4459020495414734,0.2272562533617019
jumping,jumping_02,1783626373525005600,0.095005615234375,3.9362227198585855,-2.605910812425613,-4.173907732644677,-0.1003485992550849,-0.2142616361379623,0.470179408788681
jumping,jumping_02,1783626373534966800,0.104966796875,2.618174666193128,-1.0722568913131951,-2.0382547173440457,-0.1817571818828582,0.019343364983797,0.5771370530128479
jumping,jumping_02,1783626373544927500,0.114927490234375,0.9731725399658084,0.2187619933903217,0.0758452223181724,-0.3183057010173797,0.04308757558465,0.5144733786582947
jumping,jumping_02,1783626373554888700,0.124888671875,-0.6171306123465299,1.2875170140624046,1.8572230274111032,-0.4402224719524383,0.0713129341602325,0.330109030008316
jumping,jumping_02,1783626373564848600,0.1348486328125,-1.887619334718585,2.259292254450917,2.6161376074075697,-0.463260680437088,0.2218425273895263,0.0602008402347564
jumping,jumping_02,1783626373574809600,0.1448095703125,-2.8599583464697003,3.074438424757123,2.309285827153921,-0.3611904978752136,0.4369877576828003,-0.2460501492023468
jumping,jumping_02,1783626373584770600,0.1547705078125,-3.342349941241741,3.6811814986020326,1.5642846216976642,-0.1753420829772949,0.5743839740753174,-0.5275856852531433
jumping,jumping_02,1783626373594731500,0.1647314453125,-3.1322797883510587,4.409834795847535,1.2008423546940088,0.0589017607271671,0.5123795866966248,-0.6777728199958801
jumping,jumping_02,1783626373604691700,0.174691650390625,-2.0869035974398256,5.2085576546192165,1.3546896851032972,0.3022148013114929,0.3505829274654388,-0.6507313847541809
jumping,jumping_02,1783626373614652700,0.184652587890625,-0.6586378039941191,6.037598494765162,1.6906149996280668,0.5235595703125,0.1487242579460144,-0.4760264158248901
jumping,jumping_02,1783626373624614000,0.19461376953125,0.4965042912766337,6.718560066509246,2.2245763303786514,0.7053909301757812,-0.0640780329704284,-0.2207043915987014
jumping,jumping_02,1783626373634574600,0.20457470703125,1.050567037552595,7.303426239588856,3.037672582417726,0.7890319228172302,-0.2259951084852218,0.0250478852540254
jumping,jumping_02,1783626373644534500,0.214534423828125,0.8339636835008859,7.675919243532419,3.9847482658356426,0.766778290271759,-0.4193304777145386,0.1854910850524902
jumping,jumping_02,1783626373654495700,0.224495849609375,0.01316694008708,7.654355061978102,5.111871888846158,0.6705499887466431,-0.6222983598709106,0.2286416143178939
jumping,jumping_02,1783626373664456700,0.234456787109375,-1.0985451787799596,7.473990896043181,6.0439627691000695,0.5324368476867676,-0.7582082152366638,0.1653470546007156
jumping,jumping_02,1783626373674417000,0.2444169921875,-2.2037650130182502,7.242551791909337,6.561813507527113,0.3794014155864715,-0.8228639364242554,0.0468449294567108
jumping,jumping_02,1783626373684377600,0.254377685546875,-2.9107030298009517,6.925760801443457,6.757482794621587,0.2476194202899933,-0.8531802892684937,-0.0883075669407844
jumping,jumping_02,1783626373694338600,0.264338623046875,-3.2110242392420765,6.67593731483519,6.767241972091794,0.1449900716543197,-0.8085254430770874,-0.2107653319835662
